Día,Cajero,Monto,Hora de la transacción
61,Cajero 217,"5,21",5:33
61,Cajero 16,"5,28",5:34
61,Cajero 84,"6,55",5:34
61,Cajero 204,"4,86",5:37
61,Cajero 225,"5,1",5:38
61,Cajero 12,"4,67",5:40
61,Cajero 74,"2,64",5:41
61,Cajero 175,"7,63",5:41
61,Cajero 130,"2,91",5:43
61,Cajero 131,"7,81",5:45
61,Cajero 170,"5,79",5:47
61,Cajero 84,"4,33",5:49
61,Cajero 117,"4,63",5:51
61,Cajero 213,"4,19",5:51
61,Cajero 89,"4,21",5:53
61,Cajero 97,"6,15",5:53
61,Cajero 132,"5,2",5:54
61,Cajero 7,"2,45",5:55
61,Cajero 80,"3,5",5:56
61,Cajero 22,"6,85",5:57
61,Cajero 180,"4,89",5:59
61,Cajero 34,"3,03",6:2
61,Cajero 229,6,6:3
61,Cajero 230,"3,36",6:3
61,Cajero 123,"3,35",6:3
61,Cajero 176,"4,4",6:6
61,Cajero 66,"4,54",6:7
61,Cajero 166,"6,26",6:8
61,Cajero 198,"4,81",6:10
61,Cajero 101,"4,77",6:11
61,Cajero 97,"7,14",6:12
61,Cajero 16,"3,64",6:15
61,Cajero 25,"4,65",6:17
61,Cajero 5,"3,5",6:17
61,Cajero 72,"4,3",6:19
61,Cajero 117,"3,84",6:22
61,Cajero 16,"7,46",6:24
61,Cajero 87,"5,09",6:27
61,Cajero 169,"3,94",6:29
61,Cajero 36,"4,63",6:31
61,Cajero 160,"6,33",6:31
61,Cajero 95,"2,3",6:34
61,Cajero 176,"2,6",6:34
61,Cajero 176,"3,32",6:35
61,Cajero 227,"3,55",6:36
61,Cajero 207,"7,74",6:37
61,Cajero 74,"7,17",6:39
61,Cajero 179,"6,36",6:40
61,Cajero 110,"7,12",6:41
61,Cajero 210,"6,38",6:42
61,Cajero 229,"6,65",6:42
61,Cajero 173,"5,15",6:42
61,Cajero 165,"7,11",6:44
61,Cajero 34,"7,11",6:46
61,Cajero 135,"4,77",6:49
61,Cajero 116,"4,34",6:50
61,Cajero 79,"3,16",6:52
61,Cajero 173,"3,22",6:54
61,Cajero 223,"3,81",6:56
61,Cajero 44,"2,35",6:57
61,Cajero 174,"7,69",6:58
61,Cajero 26,"6,1",7:1
61,Cajero 220,"4,7",7:4
61,Cajero 151,"7,57",7:5
61,Cajero 180,"7,22",7:5
61,Cajero 144,"7,41",7:8
61,Cajero 6,"6,82",7:9
61,Cajero 91,"6,49",7:10
61,Cajero 11,"2,45",7:11
61,Cajero 90,"4,32",7:14
61,Cajero 159,"7,15",7:16
61,Cajero 82,"7,56",7:18
61,Cajero 111,"7,73",7:18
61,Cajero 62,"5,75",7:20
61,Cajero 68,"3,2",7:21
61,Cajero 144,"3,4",7:23
61,Cajero 9,"6,95",7:26
61,Cajero 158,"6,59",7:28
61,Cajero 43,"4,58",7:29
61,Cajero 22,"2,73",7:31
61,Cajero 40,"6,31",7:33
61,Cajero 56,"7,86",7:34
61,Cajero 215,"3,92",7:37
61,Cajero 11,"6,73",7:38
61,Cajero 219,"3,45",7:40
61,Cajero 173,"5,05",7:42
61,Cajero 190,"2,35",7:44
61,Cajero 9,"4,38",7:46
61,Cajero 161,4,7:46
61,Cajero 17,"5,3",7:48
61,Cajero 147,"2,43",7:50
61,Cajero 34,"7,3",7:50
61,Cajero 119,"5,35",7:51
61,Cajero 133,"2,33",7:52
61,Cajero 29,"6,23",7:55
61,Cajero 30,"3,45",7:56
61,Cajero 174,"3,77",7:58
61,Cajero 96,"3,94",7:58
61,Cajero 24,"5,39",8:0
61,Cajero 3,"4,64",8:2
61,Cajero 195,"7,87",8:2
61,Cajero 69,"5,26",8:4
61,Cajero 8,"7,03",8:6
61,Cajero 13,"4,24",8:9
61,Cajero 150,"2,98",8:11
61,Cajero 125,"3,09",8:14
61,Cajero 149,"3,27",8:16
61,Cajero 65,"5,59",8:19
61,Cajero 115,"3,23",8:21
61,Cajero 116,"2,47",8:21
61,Cajero 191,"7,33",8:21
61,Cajero 191,"3,99",8:24
61,Cajero 220,"5,3",8:26
61,Cajero 95,"6,51",8:27
61,Cajero 225,"3,83",8:30
61,Cajero 161,"5,05",8:31
61,Cajero 99,"3,97",8:31
61,Cajero 184,"5,35",8:32
61,Cajero 169,"4,59",8:35
61,Cajero 100,"6,92",8:35
61,Cajero 160,"4,7",8:38
61,Cajero 139,"2,75",8:40
61,Cajero 129,"2,84",8:43
61,Cajero 167,"2,82",8:45
61,Cajero 73,"5,14",8:46
61,Cajero 72,"7,46",8:48
61,Cajero 200,"2,81",8:48
61,Cajero 71,"2,59",8:50
61,Cajero 74,"7,84",8:51
61,Cajero 22,"6,87",8:52
61,Cajero 91,"4,34",8:53
61,Cajero 47,"3,2",8:56
61,Cajero 152,"3,73",8:56
61,Cajero 24,"3,51",8:58
61,Cajero 18,"5,87",9:0
61,Cajero 156,"5,86",9:2
61,Cajero 176,"3,93",9:4
61,Cajero 49,"5,37",9:5
61,Cajero 117,"5,41",9:7
61,Cajero 139,"4,96",9:8
61,Cajero 212,"5,98",9:10
61,Cajero 85,"5,36",9:12
61,Cajero 213,"7,87",9:15
61,Cajero 140,"4,08",9:15
61,Cajero 154,"4,58",9:16
61,Cajero 36,"5,98",9:19
61,Cajero 50,"4,29",9:21
61,Cajero 26,4,9:23
61,Cajero 57,"3,72",9:24
61,Cajero 159,"6,62",9:27
61,Cajero 223,"7,52",9:28
61,Cajero 191,"2,63",9:31
61,Cajero 118,"7,39",9:32
61,Cajero 167,"3,29",9:32
61,Cajero 129,"7,22",9:32
61,Cajero 22,"4,98",9:33
61,Cajero 44,"7,36",9:34
61,Cajero 48,"6,1",9:36
61,Cajero 115,"4,09",9:36
61,Cajero 157,"2,46",9:37
61,Cajero 74,"5,79",9:40
61,Cajero 200,"3,23",9:42
61,Cajero 196,"2,5",9:43
61,Cajero 146,"2,49",9:45
61,Cajero 119,"6,51",9:47
61,Cajero 143,"2,32",9:48
61,Cajero 109,"5,31",9:50
61,Cajero 160,"7,39",9:52
61,Cajero 207,"5,28",9:53
61,Cajero 52,"2,36",9:54
61,Cajero 90,"2,99",9:54
61,Cajero 62,"7,01",9:56
61,Cajero 216,"2,37",9:57
61,Cajero 55,"2,58",9:59
61,Cajero 171,"6,89",10:1
61,Cajero 167,"5,02",10:3
61,Cajero 100,"6,47",10:3
61,Cajero 62,"6,91",10:4
61,Cajero 118,"3,87",10:7
61,Cajero 162,"5,33",10:8
61,Cajero 27,"7,63",10:10
61,Cajero 126,"4,27",10:11
61,Cajero 17,"3,79",10:12
61,Cajero 73,"5,63",10:13
61,Cajero 127,"5,66",10:15
61,Cajero 126,"7,87",10:15
61,Cajero 81,"6,85",10:16
61,Cajero 119,"3,94",10:17
61,Cajero 184,"3,94",10:19
61,Cajero 84,"6,6",10:21
61,Cajero 34,"3,04",10:21
61,Cajero 132,"7,42",10:24
61,Cajero 78,"4,16",10:26
61,Cajero 132,"5,18",10:29
61,Cajero 4,"4,83",10:29
61,Cajero 117,"4,55",10:32
61,Cajero 79,"4,39",10:33
61,Cajero 226,"7,81",10:35
61,Cajero 40,"2,69",10:36
61,Cajero 33,"5,01",10:36
61,Cajero 115,"3,36",10:36
61,Cajero 205,"3,59",10:39
61,Cajero 43,"3,16",10:41
61,Cajero 70,"4,85",10:43
61,Cajero 103,"2,78",10:45
61,Cajero 229,"5,44",10:46
61,Cajero 214,"5,76",10:46
61,Cajero 95,"5,06",10:48
61,Cajero 187,"7,9",10:49
61,Cajero 124,"7,31",10:49
61,Cajero 172,"4,04",10:51
61,Cajero 115,"5,99",10:54
61,Cajero 230,"7,81",10:55
61,Cajero 86,"5,91",10:57
61,Cajero 26,"6,72",11:0
61,Cajero 126,"6,38",11:1
61,Cajero 50,"4,29",11:2
61,Cajero 147,"5,84",11:5
61,Cajero 195,"3,33",11:7
61,Cajero 7,"4,48",11:9
61,Cajero 142,"5,73",11:10
61,Cajero 48,"3,34",11:12
61,Cajero 69,"2,62",11:14
61,Cajero 217,"6,31",11:16
61,Cajero 57,"6,56",11:17
61,Cajero 51,"3,95",11:19
61,Cajero 202,"2,34",11:22
61,Cajero 207,"5,75",11:22
61,Cajero 159,"3,39",11:24
61,Cajero 58,"2,82",11:26
61,Cajero 130,"6,7",11:27
61,Cajero 10,"6,93",11:30
61,Cajero 85,"4,55",11:32
61,Cajero 188,"3,56",11:34
61,Cajero 50,"7,17",11:36
61,Cajero 93,"4,67",11:39
61,Cajero 22,"6,01",11:39
61,Cajero 142,"3,89",11:41
61,Cajero 47,"2,51",11:43
61,Cajero 176,"5,11",11:44
61,Cajero 229,"3,41",11:45
61,Cajero 170,"3,88",11:47
61,Cajero 56,"6,24",11:49
61,Cajero 86,"5,16",11:49
61,Cajero 228,"7,58",11:49
61,Cajero 118,"7,82",11:51
61,Cajero 122,"6,03",11:51
61,Cajero 120,"5,4",11:53
61,Cajero 134,"6,35",11:54
61,Cajero 66,"5,71",11:55
61,Cajero 128,"5,13",11:57
61,Cajero 136,"5,12",11:59
61,Cajero 2,"4,58",12:0
61,Cajero 93,"7,82",12:3
61,Cajero 142,"5,65",12:5
61,Cajero 45,"7,88",12:7
61,Cajero 166,"2,62",12:8
61,Cajero 115,"4,41",12:10
61,Cajero 23,"6,76",12:10
61,Cajero 165,"5,55",12:11
61,Cajero 153,"3,55",12:13
61,Cajero 43,"3,4",12:13
61,Cajero 67,"5,53",12:16
61,Cajero 217,"4,92",12:17
61,Cajero 48,"5,3",12:19
61,Cajero 19,"4,89",12:21
61,Cajero 24,"6,09",12:23
61,Cajero 141,"4,23",12:24
61,Cajero 103,"7,1",12:26
61,Cajero 50,"3,33",12:29
61,Cajero 118,"4,36",12:32
61,Cajero 56,"5,09",12:34
61,Cajero 183,"3,13",12:35
61,Cajero 6,"6,95",12:37
61,Cajero 41,"6,13",12:38
61,Cajero 71,"4,61",12:39
61,Cajero 37,"6,73",12:40
61,Cajero 113,"5,19",12:42
61,Cajero 128,"3,84",12:45
61,Cajero 192,"7,31",12:46
61,Cajero 62,"6,22",12:47
61,Cajero 98,"6,29",12:48
61,Cajero 76,"4,05",12:50
61,Cajero 207,"3,46",12:51
61,Cajero 2,"6,35",12:51
61,Cajero 9,"4,72",12:52
61,Cajero 164,"5,91",12:53
61,Cajero 113,"6,73",12:55
61,Cajero 183,"2,54",12:56
61,Cajero 164,"5,58",12:58
61,Cajero 229,"6,5",12:59
61,Cajero 96,"6,32",13:1
61,Cajero 88,"7,2",13:3
61,Cajero 108,"5,67",13:5
61,Cajero 135,"6,05",13:7
61,Cajero 155,"5,32",13:7
61,Cajero 132,"5,28",13:9
61,Cajero 159,"7,45",13:10
61,Cajero 80,"4,01",13:13
61,Cajero 189,"5,26",13:15
61,Cajero 21,"7,8",13:17
61,Cajero 25,"5,05",13:18
61,Cajero 133,"2,77",13:20
61,Cajero 42,"7,7",13:21
61,Cajero 200,"5,28",13:22
61,Cajero 144,"7,08",13:24
61,Cajero 66,"4,29",13:26
61,Cajero 128,"3,02",13:27
61,Cajero 8,"7,76",13:27
61,Cajero 184,"3,3",13:30
61,Cajero 38,"4,45",13:30
61,Cajero 176,"7,22",13:30
61,Cajero 131,"6,43",13:32
61,Cajero 27,"7,49",13:34
61,Cajero 178,"7,2",13:35
61,Cajero 15,"7,89",13:35
61,Cajero 130,"3,14",13:37
61,Cajero 158,"7,07",13:38
61,Cajero 35,"3,32",13:39
61,Cajero 127,"6,78",13:40
61,Cajero 112,"7,86",13:43
61,Cajero 226,"7,29",13:46
61,Cajero 191,"5,61",13:49
61,Cajero 176,"5,42",13:49
61,Cajero 216,"7,72",13:50
61,Cajero 162,"4,89",13:50
61,Cajero 194,"7,09",13:53
61,Cajero 96,"5,67",13:53
61,Cajero 5,"6,42",13:54
61,Cajero 126,"3,46",13:56
61,Cajero 202,"4,85",13:57
61,Cajero 32,"4,48",13:58
61,Cajero 153,"7,26",14:0
61,Cajero 151,"2,52",14:3
61,Cajero 22,"5,49",14:3
61,Cajero 207,"2,54",14:5
61,Cajero 181,"4,91",14:5
61,Cajero 1,"7,03",14:8
61,Cajero 16,"7,26",14:10
61,Cajero 63,"5,37",14:10
61,Cajero 184,"6,7",14:12
61,Cajero 190,"5,57",14:14
61,Cajero 193,"4,74",14:15
61,Cajero 113,"5,35",14:16
61,Cajero 191,"7,74",14:17
61,Cajero 167,"5,25",14:18
61,Cajero 96,"4,47",14:20
61,Cajero 41,"4,25",14:21
61,Cajero 13,"6,66",14:23
61,Cajero 5,"5,24",14:25
61,Cajero 57,"5,28",14:25
61,Cajero 152,"3,11",14:28
61,Cajero 11,"6,5",14:29
61,Cajero 22,"3,95",14:32
61,Cajero 213,"5,2",14:35
61,Cajero 97,"7,24",14:38
61,Cajero 127,"2,97",14:40
61,Cajero 20,"5,15",14:42
61,Cajero 156,"3,54",14:42
61,Cajero 167,"7,12",14:43
61,Cajero 107,"4,78",14:44
61,Cajero 84,"4,12",14:46
61,Cajero 87,"3,19",14:48
61,Cajero 214,"6,63",14:49
61,Cajero 60,"3,53",14:51
61,Cajero 68,"6,09",14:52
61,Cajero 64,"3,28",14:54
61,Cajero 201,"7,62",14:55
61,Cajero 123,"5,96",14:58
61,Cajero 194,"3,33",14:59
61,Cajero 187,"7,47",15:1
61,Cajero 93,"4,81",15:4
61,Cajero 136,"3,96",15:6
61,Cajero 119,"2,74",15:7
61,Cajero 39,"4,21",15:9
61,Cajero 116,"3,62",15:9
61,Cajero 217,"4,39",15:10
61,Cajero 61,"6,93",15:13
61,Cajero 20,"6,81",15:15
61,Cajero 148,"6,79",15:15
61,Cajero 213,"5,64",15:16
61,Cajero 127,"5,25",15:19
61,Cajero 231,"5,07",15:21
61,Cajero 180,"6,59",15:22
61,Cajero 126,"2,78",15:23
61,Cajero 222,"4,06",15:24
61,Cajero 191,"7,71",15:26
61,Cajero 156,"3,99",15:27
61,Cajero 40,"6,79",15:27
61,Cajero 86,"6,32",15:28
61,Cajero 98,7,15:30
61,Cajero 40,"2,84",15:30
61,Cajero 88,"3,14",15:30
61,Cajero 22,"7,25",15:33
61,Cajero 53,"4,75",15:33
61,Cajero 91,"7,65",15:36
61,Cajero 96,"2,48",15:37
61,Cajero 169,"4,76",15:38
61,Cajero 88,"5,29",15:41
61,Cajero 73,"7,64",15:43
61,Cajero 45,"4,76",15:45
61,Cajero 182,"3,91",15:46
61,Cajero 149,"3,57",15:46
61,Cajero 216,"6,29",15:49
61,Cajero 91,"3,1",15:50
61,Cajero 97,"2,6",15:51
61,Cajero 18,"5,17",15:54
61,Cajero 5,"4,25",15:55
61,Cajero 104,"6,47",15:55
61,Cajero 44,"3,67",15:55
61,Cajero 151,"7,84",15:56
61,Cajero 102,"4,61",15:56
61,Cajero 48,"5,26",15:59
61,Cajero 132,"2,58",16:0
61,Cajero 211,"6,84",16:1
61,Cajero 59,"3,16",16:2
61,Cajero 68,"4,55",16:5
61,Cajero 78,"5,75",16:6
61,Cajero 6,"2,72",16:6
61,Cajero 79,"3,47",16:8
61,Cajero 75,"7,07",16:10
61,Cajero 28,"5,87",16:11
61,Cajero 170,"2,37",16:14
61,Cajero 64,"2,88",16:17
61,Cajero 46,"5,98",16:19
61,Cajero 37,"5,48",16:21
61,Cajero 231,"4,7",16:23
61,Cajero 229,"6,71",16:25
61,Cajero 151,"4,07",16:26
61,Cajero 152,5,16:28
61,Cajero 158,"2,72",16:28
61,Cajero 141,"5,24",16:30
61,Cajero 112,"4,53",16:33
61,Cajero 46,"7,26",16:35
61,Cajero 111,"7,79",16:36
61,Cajero 119,"7,06",16:37
61,Cajero 206,"7,32",16:37
61,Cajero 120,"5,42",16:37
61,Cajero 92,"3,6",16:40
61,Cajero 230,"4,17",16:42
61,Cajero 5,"5,56",16:43
61,Cajero 98,"5,69",16:46
61,Cajero 135,"5,76",16:48
61,Cajero 95,"4,35",16:50
61,Cajero 87,"3,32",16:52
61,Cajero 18,"2,56",16:54
61,Cajero 24,"7,21",16:56
61,Cajero 8,"3,53",16:58
61,Cajero 6,"5,91",17:0
61,Cajero 147,"3,44",17:3
61,Cajero 3,"4,51",17:5
61,Cajero 146,"4,94",17:8
61,Cajero 165,"6,8",17:9
61,Cajero 228,"4,42",17:10
61,Cajero 73,"7,56",17:12
61,Cajero 181,"7,76",17:13
61,Cajero 134,"6,19",17:15
61,Cajero 180,"7,87",17:17
61,Cajero 176,"6,77",17:18
61,Cajero 223,"2,88",17:20
61,Cajero 181,"2,81",17:23
61,Cajero 215,"6,39",17:25
61,Cajero 42,"6,76",17:25
61,Cajero 220,"4,01",17:25
61,Cajero 88,"4,73",17:26
61,Cajero 74,"5,88",17:27
61,Cajero 223,"3,59",17:28
61,Cajero 48,"5,53",17:28
61,Cajero 153,"2,79",17:30
61,Cajero 99,"4,61",17:32
61,Cajero 129,"4,38",17:33
61,Cajero 47,"5,31",17:35
61,Cajero 221,"6,61",17:36
61,Cajero 62,"6,36",17:36
61,Cajero 81,"7,67",17:37
61,Cajero 21,"3,97",17:39
61,Cajero 124,"6,24",17:41
61,Cajero 21,5,17:44
61,Cajero 154,"6,89",17:45
61,Cajero 140,"6,39",17:48
61,Cajero 114,"7,05",17:50
61,Cajero 163,"3,96",17:52
61,Cajero 194,4,17:52
61,Cajero 142,"7,7",17:53
61,Cajero 40,"6,69",17:55
61,Cajero 192,"2,39",17:56
61,Cajero 77,"2,83",17:58
61,Cajero 23,"4,36",18:0
61,Cajero 83,"4,39",18:1
61,Cajero 64,"4,57",18:3
61,Cajero 75,"3,38",18:6
61,Cajero 31,"5,53",18:7
61,Cajero 15,"6,9",18:7
61,Cajero 60,5,18:9
61,Cajero 218,"6,61",18:10
61,Cajero 169,"3,93",18:13
61,Cajero 198,"2,74",18:14
61,Cajero 85,"5,9",18:15
61,Cajero 100,"4,58",18:15
61,Cajero 61,"3,51",18:16
61,Cajero 59,"5,72",18:18
61,Cajero 118,"4,41",18:19
61,Cajero 64,"4,34",18:20
61,Cajero 90,"7,84",18:20
61,Cajero 180,"3,9",18:21
61,Cajero 10,"6,85",18:22
61,Cajero 107,"5,83",18:24
61,Cajero 83,"3,36",18:26
61,Cajero 86,"2,84",18:27
61,Cajero 18,"6,34",18:29
61,Cajero 80,"7,42",18:30
61,Cajero 186,"3,52",18:31
61,Cajero 14,"7,14",18:34
61,Cajero 201,"5,38",18:35
61,Cajero 155,"4,51",18:36
61,Cajero 222,"3,3",18:37
61,Cajero 177,"4,08",18:38
61,Cajero 101,"6,22",18:39
61,Cajero 79,"6,07",18:39
61,Cajero 201,"2,41",18:39
61,Cajero 133,"5,55",18:42
61,Cajero 147,"6,72",18:45
61,Cajero 45,"7,19",18:47
61,Cajero 131,"4,87",18:48
61,Cajero 144,7,18:50
61,Cajero 131,"3,44",18:53
61,Cajero 55,"6,78",18:55
61,Cajero 203,"3,77",18:57
61,Cajero 215,"4,36",19:0
61,Cajero 43,"2,38",19:2
61,Cajero 5,"6,42",19:5
61,Cajero 25,4,19:6
61,Cajero 69,"5,9",19:6
61,Cajero 180,"2,97",19:8
61,Cajero 40,"5,37",19:10
61,Cajero 184,"5,24",19:12
61,Cajero 160,"3,51",19:13
61,Cajero 217,"2,57",19:14
61,Cajero 114,"3,42",19:15
61,Cajero 109,"3,48",19:17
61,Cajero 66,"7,67",19:18
61,Cajero 199,"5,89",19:18
61,Cajero 136,"3,79",19:21
61,Cajero 170,"2,94",19:22
61,Cajero 68,"7,02",19:23
61,Cajero 187,"4,54",19:26
61,Cajero 8,"6,17",19:28
61,Cajero 212,"3,5",19:29
61,Cajero 163,"6,55",19:31
61,Cajero 93,"4,18",19:31
61,Cajero 8,"6,23",19:33
61,Cajero 75,"5,23",19:35
61,Cajero 23,"4,75",19:37
61,Cajero 198,"2,47",19:38
61,Cajero 181,"6,58",19:41
61,Cajero 200,"2,5",19:43
61,Cajero 171,"7,67",19:45
61,Cajero 216,"7,02",19:46
61,Cajero 228,"5,33",19:48
61,Cajero 120,"5,77",19:51
61,Cajero 175,"5,98",19:53
61,Cajero 181,"7,53",19:54
61,Cajero 116,"7,26",19:55
61,Cajero 82,"2,98",19:58
61,Cajero 210,"7,73",20:0
61,Cajero 204,"7,69",20:1
61,Cajero 6,"7,68",20:1
61,Cajero 158,"4,43",20:3
61,Cajero 225,"7,52",20:4
61,Cajero 86,"4,57",20:7
61,Cajero 21,"4,2",20:8
61,Cajero 184,"6,64",20:8
61,Cajero 196,"3,96",20:10
61,Cajero 99,"3,72",20:10
61,Cajero 52,"5,61",20:11
61,Cajero 102,"5,28",20:13
61,Cajero 10,"7,09",20:14
61,Cajero 123,"6,69",20:16
61,Cajero 226,"6,67",20:18
61,Cajero 18,"4,51",20:19
61,Cajero 34,"2,46",20:20
61,Cajero 213,"7,75",20:22
61,Cajero 61,"3,78",20:25
61,Cajero 46,"2,43",20:25
61,Cajero 195,"4,56",20:27
61,Cajero 10,"4,82",20:28
61,Cajero 10,"3,45",20:30
61,Cajero 19,"2,4",20:31
61,Cajero 185,"2,85",20:32
61,Cajero 196,"5,13",20:34
61,Cajero 230,"4,96",20:36
61,Cajero 173,"3,68",20:36
61,Cajero 138,"5,15",20:39
61,Cajero 85,"2,95",20:40
61,Cajero 159,"4,84",20:41
61,Cajero 162,"7,52",20:42
61,Cajero 65,"7,86",20:42
61,Cajero 156,"5,25",20:44
61,Cajero 161,"7,73",20:46
61,Cajero 216,"4,21",20:49
61,Cajero 123,"2,41",20:50
61,Cajero 195,"7,71",20:52
61,Cajero 42,"6,88",20:54
61,Cajero 22,"5,79",20:57
61,Cajero 164,"7,31",20:58
61,Cajero 40,"6,82",21:0
61,Cajero 164,"6,95",21:0
61,Cajero 161,"6,81",21:2
61,Cajero 24,"4,54",21:4
61,Cajero 57,"4,85",21:5
61,Cajero 179,"6,36",21:8
61,Cajero 91,"5,88",21:11
61,Cajero 79,"4,44",21:11
61,Cajero 64,"7,04",21:13
61,Cajero 122,4,21:14
61,Cajero 83,"2,8",21:14
61,Cajero 69,"5,98",21:16
61,Cajero 133,"7,53",21:16
61,Cajero 41,"2,77",21:17
61,Cajero 25,"7,21",21:18
61,Cajero 34,"6,9",21:19
61,Cajero 164,"4,09",21:22
61,Cajero 44,"4,18",21:23
61,Cajero 180,"3,6",21:25
61,Cajero 148,"6,96",21:25
61,Cajero 81,"5,28",21:25
61,Cajero 84,"2,87",21:26
61,Cajero 20,"6,33",21:26
61,Cajero 43,"5,54",21:27
61,Cajero 72,"7,36",21:27
61,Cajero 191,"6,71",21:29
61,Cajero 168,"4,73",21:29
61,Cajero 116,"4,6",21:29
61,Cajero 90,"4,14",21:32
61,Cajero 176,"6,37",21:34
61,Cajero 189,"4,48",21:34
61,Cajero 110,"5,25",21:35
61,Cajero 8,"7,73",21:36
61,Cajero 60,"5,36",21:36
61,Cajero 146,"4,57",21:38
61,Cajero 142,"5,52",21:39
61,Cajero 208,"4,39",21:40
61,Cajero 63,"4,19",21:41
61,Cajero 202,"3,78",21:42
61,Cajero 64,"6,31",21:43
61,Cajero 78,"2,95",21:44
61,Cajero 63,"4,79",21:44
61,Cajero 173,"6,57",21:47
61,Cajero 7,"4,72",21:50
61,Cajero 182,"5,5",21:52
61,Cajero 70,"4,42",21:53
61,Cajero 15,"4,63",21:53
61,Cajero 111,"5,88",21:56
61,Cajero 181,"6,16",21:59
61,Cajero 200,"5,42",22:1
61,Cajero 212,"6,51",22:3
61,Cajero 33,"5,07",22:6
61,Cajero 117,"2,96",22:8
61,Cajero 168,"3,98",22:8
61,Cajero 87,"3,34",22:10
61,Cajero 122,"4,53",22:12
61,Cajero 134,"7,88",22:12
61,Cajero 127,"5,01",22:13
61,Cajero 223,"6,03",22:14
61,Cajero 67,"6,28",22:16
61,Cajero 65,"2,68",22:17
61,Cajero 111,"5,08",22:19
61,Cajero 87,"2,74",22:20
61,Cajero 68,"2,84",22:22
61,Cajero 109,"5,74",22:23
61,Cajero 58,"2,74",22:25
61,Cajero 119,"4,66",22:28
61,Cajero 104,"6,59",22:28
61,Cajero 24,"4,81",22:30
61,Cajero 190,"7,83",22:31
61,Cajero 161,"4,58",22:32
61,Cajero 228,"6,72",22:32
61,Cajero 3,"2,85",22:32
61,Cajero 123,"7,45",22:35
61,Cajero 80,"6,16",22:35
61,Cajero 72,"2,38",22:38
61,Cajero 198,"4,37",22:40
61,Cajero 96,"7,83",22:43
61,Cajero 122,"6,08",22:45
61,Cajero 217,"5,19",22:46
61,Cajero 199,"4,5",22:47
61,Cajero 205,"2,67",22:49
61,Cajero 49,"4,59",22:51
61,Cajero 195,"5,65",22:52
61,Cajero 193,"6,28",22:55
61,Cajero 98,"2,37",22:55
61,Cajero 137,"6,91",22:55
61,Cajero 48,"5,4",22:55
61,Cajero 173,"2,7",22:56
61,Cajero 121,"2,4",22:56
61,Cajero 71,"6,37",22:59
61,Cajero 144,"3,71",22:59
61,Cajero 91,"6,95",23:0
61,Cajero 17,"5,51",23:2
61,Cajero 86,"7,18",23:2
61,Cajero 25,"2,33",23:5
61,Cajero 35,"7,82",23:6
61,Cajero 25,"7,85",23:9
61,Cajero 12,"4,08",23:11
61,Cajero 91,"3,23",23:13
61,Cajero 106,"2,81",23:14
61,Cajero 157,"7,33",23:17
61,Cajero 104,"4,64",23:17
61,Cajero 176,"3,11",23:18
61,Cajero 25,"2,72",23:18
61,Cajero 78,"6,91",23:20
61,Cajero 111,"4,33",23:23
61,Cajero 24,"5,27",23:25
61,Cajero 14,"2,87",23:27
61,Cajero 82,"2,55",23:29
61,Cajero 90,"2,35",23:30
61,Cajero 69,"6,84",23:33
61,Cajero 48,5,23:35
61,Cajero 184,"3,02",23:38
61,Cajero 136,"3,73",23:40
61,Cajero 131,"6,24",23:41
61,Cajero 9,"4,33",23:42
61,Cajero 134,"7,21",23:45
61,Cajero 148,"2,85",23:47
61,Cajero 140,"7,44",23:48
61,Cajero 230,"4,02",23:51
61,Cajero 27,"3,69",23:51
61,Cajero 76,"7,12",23:53
61,Cajero 184,"5,57",23:56
61,Cajero 194,"7,06",23:57
61,Cajero 108,"5,92",23:57
62,Cajero 58,"6,82",0:2
62,Cajero 53,"6,3",0:3
62,Cajero 212,"5,69",0:5
62,Cajero 140,"4,39",0:7
62,Cajero 162,"7,09",0:9
62,Cajero 127,"4,35",0:9
62,Cajero 16,"5,19",0:11
62,Cajero 21,"7,28",0:13
62,Cajero 102,"6,69",0:15
62,Cajero 113,"2,76",0:15
62,Cajero 87,"6,69",0:18
62,Cajero 35,"3,87",0:21
62,Cajero 17,"7,65",0:23
62,Cajero 22,"5,66",0:26
62,Cajero 38,"3,82",0:27
62,Cajero 134,"2,63",0:28
62,Cajero 152,"4,6",0:29
62,Cajero 188,"6,9",0:32
62,Cajero 180,"4,13",0:32
62,Cajero 68,"2,64",0:32
62,Cajero 4,"2,8",0:34
62,Cajero 130,"3,18",0:35
62,Cajero 166,"5,09",0:36
62,Cajero 86,"7,5",0:38
62,Cajero 135,"6,26",0:40
62,Cajero 158,"5,37",0:42
62,Cajero 110,"3,62",0:43
62,Cajero 57,"7,32",0:44
62,Cajero 201,"3,33",0:45
62,Cajero 106,"3,19",0:45
62,Cajero 186,"2,35",0:47
62,Cajero 157,"5,72",0:48
62,Cajero 178,"5,92",0:51
62,Cajero 33,"5,74",0:52
62,Cajero 28,"2,47",0:54
62,Cajero 132,"4,88",0:56
62,Cajero 62,"3,28",0:57
62,Cajero 219,"4,32",1:0
62,Cajero 25,"2,81",1:1
62,Cajero 141,"5,83",1:1
62,Cajero 3,"3,02",1:3
62,Cajero 140,"2,6",1:5
62,Cajero 7,"3,59",1:6
62,Cajero 115,"5,35",1:8
62,Cajero 123,4,1:8
62,Cajero 170,"7,31",1:9
62,Cajero 33,"6,32",1:11
